fiscal_year,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,Long,Lat,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,Community_district 1,Police_precinct
2020,2452 WASHINGTON AVENUE,NY,1014712,252152,-73.889878,40.858721,206,15,38700,2030580003,BX06,Belmont,10,10,COMMUNITY SCHOOL DISTRICT 10,206,48
2020,1960 BENEDICT AVENUE,NY,1023397,243167,-73.858533,40.834025,209,18,22200,2039300038,BX46,Parkchester,11,84,OFFICE OF CHARTER SCHOOLS,209,43
2020,403 Concord Avenue,NY,1009277,234064,-73.909595,40.8091,201,8,3500,0,BX39,Mott Haven-Port Morris,7,84,OFFICE OF CHARTER SCHOOLS,201,40
2020,560 EAST 179 STREET,NY,1013672,248463,-73.8937,40.8486,206,15,37504,2030610055,BX17,East Tremont,10,10,COMMUNITY SCHOOL DISTRICT 10,206,48
2020,3120 Corlear Avenue,NY,1009886,260165,-73.907295,40.880738,208,11,28900,0,BX29,Spuyten Duyvil-Kingsbridge,10,84,OFFICE OF CHARTER SCHOOLS,208,50
2020,800 EAST GUN HILL ROAD,NY,1022511,258157,-73.861649,40.875172,212,12,37200,2046330040,BX44,Williamsbridge-Olinville,11,11,NULL,212,47
2020,455 SOUTHERN BLVD,NY,1009848,234640,-73.907528,40.810671,201,8,3500,2025760026,BX39,Mott Haven-Port Morris,7,7,NULL,201,40
2020,1363 FULTON AVENUE,NY,1011149,243099,-73.902794,40.833884,203,16,14701,2029250056,BX01,Claremont-Bathgate,9,9,NULL,203,42
2020,1363 FULTON AVENUE,NY,1011149,243099,-73.902794,40.833884,203,16,14701,2029250056,BX01,Claremont-Bathgate,9,9,NULL,203,42
2020,1619 BOSTON ROAD,NY,1014525,243963,-73.890591,40.836245,203,17,15500,2029390093,BX75,Crotona Park East,12,12,COMMUNITY SCHOOL DISTRICT 12,203,42
2020,1595 BATHGATE AVENUE,NY,1011429,245148,-73.901774,40.839508,203,16,16700,2029130001,BX01,Claremont-Bathgate,9,9,NULL,203,42
2020,2474 CROTONA AVENUE,NY,1016758,250942,-73.882487,40.855392,206,15,39300,2031040007,BX06,Belmont,10,10,NULL,206,48
2020,800 EAST GUN HILL ROAD,NY,1022511,258157,-73.861649,40.875172,212,12,37200,2046330040,BX44,Williamsbridge-Olinville,11,11,NULL,212,47
2020,800 HOME STREET,NY,1011761,240567,-73.900593,40.826933,203,16,13100,2026710011,BX33,Longwood,12,12,NULL,203,42
2020,2780 RESERVOIR AVENUE,NY,1012719,255917,-73.897066,40.869061,207,11,40900,2032470070,BX28,Van Cortlandt Village,10,10,NULL,207,52
2020,928 SIMPSON STREET,NY,1013876,238185,-73.892961,40.820388,202,17,8900,2027230033,BX27,Hunts Point,8,8,COMMUNITY SCHOOL DISTRICT 08,202,41
2020,921 EAST 228TH STREET,NY,1024974,262923,-73.852714,40.888242,212,12,40400,2048640035,BX44,Williamsbridge-Olinville,11,11,NULL,212,47
2020,1716 SOUTHERN BOULEVARD,NY,1015328,244174,-73.887688,40.836821,203,17,16100,2029830015,BX75,Crotona Park East,12,12,NULL,203,42
2020,3710 BARNES AVENUE,NY,1022929,260153,-73.860126,40.880649,212,12,39000,2046750020,BX44,Williamsbridge-Olinville,11,11,COMMUNITY SCHOOL DISTRICT 11,212,47
2020,2111 CROTONA AVENUE,NY,1014963,248519,-73.888987,40.848748,206,15,37300,2030810026,BX17,East Tremont,12,12,COMMUNITY SCHOOL DISTRICT 12,206,48
2020,275 HARLEM RIVER PARK BRIDGE,NY,1005976,249889,-73.9216,40.8524,205,16,5300,2028820130,BX36,University Heights-Morris Heights,9,9,COMMUNITY SCHOOL DISTRICT 09,205,46
2020,1701 FULTON AVENUE,NY,1012488,245969,-73.897943,40.841758,203,15,16500,2029300075,BX01,Claremont-Bathgate,9,9,NULL,203,42
2020,519 ST ANNS AVENUE,NY,1008091,235627,-73.913872,40.813385,201,8,4300,2022740023,BX39,Mott Haven-Port Morris,7,7,COMMUNITY SCHOOL DISTRICT 07,201,40
2020,1180 REV. J.A. POLITE AVE.,NY,1012776,240789,-73.896925,40.827539,202,17,13100,2026920014,BX33,Longwood,12,12,NULL,202,41
2020,2100 WALTON AVENUE,NY,1010542,250670,-73.904958,40.854666,205,14,24100,2031780014,BX41,Mount Hope,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,3202 STEUBEN AVENUE,NY,1017091,258749,-73.881245,40.876819,207,11,41900,2033360035,BX43,Norwood,10,10,COMMUNITY SCHOOL DISTRICT 10,207,52
2020,3202 STEUBEN AVENUE,NY,1017091,258749,-73.881245,40.876819,207,11,41900,2033360035,BX43,Norwood,10,10,COMMUNITY SCHOOL DISTRICT 10,207,52
2020,456 WHITE PLAINS ROAD,NY,1024090,236252,-73.85607,40.815043,209,18,400,2034780018,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,8,NULL,209,43
2020,99 TERRACE VIEW AVENUE,NY,1008396,258943,-73.912686,40.877379,208,10,30900,1022150080,MN01,Marble Hill-Inwood,10,10,NULL,208,50
2020,1001 JENNINGS STREET,NY,1015648,242233,-73.88654,40.831493,203,17,15700,2030080001,BX75,Crotona Park East,12,12,COMMUNITY SCHOOL DISTRICT 12,203,42
2020,3710 BARNES AVENUE,NY,1022929,260153,-73.860126,40.880649,212,12,39000,2046750020,BX44,Williamsbridge-Olinville,11,11,COMMUNITY SCHOOL DISTRICT 11,212,47
2020,925 ASTOR AVENUE,NY,1022774,252791,-73.860729,40.860443,211,13,32400,2043580001,BX07,Bronxdale,11,11,NULL,211,49
2020,3710 BARNES AVENUE,NY,1022929,260153,-73.860126,40.880649,212,12,39000,2046750020,BX44,Williamsbridge-Olinville,11,11,COMMUNITY SCHOOL DISTRICT 11,212,47
2020,800 EAST GUN HILL ROAD,NY,1022511,258157,-73.861649,40.875172,212,12,37200,2046330040,BX44,Williamsbridge-Olinville,11,11,NULL,212,47
2020,2195 ANDREWS AVENUE,NY,1009211,252336,-73.909763,40.859243,207,14,25500,2032240009,BX30,Kingsbridge Heights,10,10,COMMUNITY SCHOOL DISTRICT 10,207,52
2020,3000 EAST TREMONT AVENUE,NY,1028637,245271,-73.839583,40.839775,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park,11,8,NULL,210,45
2020,1425 WALTON AVENUE,NY,1007526,245469,-73.915879,40.8404,204,16,22300,2028430040,BX63,West Concourse,9,9,COMMUNITY SCHOOL DISTRICT 09,204,44
2020,1980 LAFAYETTE AVENUE,NY,1024125,238502,-73.85593,40.821218,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,8,COMMUNITY SCHOOL DISTRICT 08,209,43
2020,778 FOREST AVENUE,NY,1010437,237567,-73.905389,40.818703,201,17,7700,2026550030,BX34,Melrose South-Mott Haven North,7,7,COMMUNITY SCHOOL DISTRICT 07,201,40
2020,1110 BOSTON ROAD,NY,1010840,240756,-73.90392,40.827455,203,16,13500,2026340001,BX35,Morrisania-Melrose,9,9,NULL,203,42
2020,778 FOREST AVENUE,NY,1010437,237567,-73.905389,40.818703,201,17,7700,2026550030,BX34,Melrose South-Mott Haven North,7,7,COMMUNITY SCHOOL DISTRICT 07,201,40
2020,925 ASTOR AVENUE,NY,1022774,252791,-73.860729,40.860443,211,13,32400,2043580001,BX07,Bronxdale,11,11,NULL,211,49
2020,2050 PROSPECT AVENUE,NY,1015591,247565,-73.886721,40.846128,206,15,37100,2031090001,BX17,East Tremont,12,12,COMMUNITY SCHOOL DISTRICT 12,206,48
2020,890 CAULDWELL AVENUE,NY,1010062,238874,-73.906739,40.822291,203,16,18500,2026310048,BX35,Morrisania-Melrose,8,8,COMMUNITY SCHOOL DISTRICT 08,203,42
2020,681 KELLY STREET,NY,1011487,236612,-73.901599,40.816078,202,17,8300,2026860020,BX33,Longwood,8,8,COMMUNITY SCHOOL DISTRICT 08,202,41
2020,1700 MACOMBS ROAD,NY,1007706,248754,-73.915217,40.849416,205,14,21502,2028660070,BX36,University Heights-Morris Heights,9,9,COMMUNITY SCHOOL DISTRICT 09,205,46
2020,2750 LAFAYETTE AVENUE,NY,1031516,240651,-73.829211,40.82708,210,13,15200,2055470001,BX52,Schuylerville-Throgs Neck-Edgewater Park,8,8,COMMUNITY SCHOOL DISTRICT 08,210,45
2020,1980 LAFAYETTE AVENUE,NY,1024125,238502,-73.85593,40.821218,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,8,NULL,209,43
2020,40 WEST TREMONT AVENUE,NY,1008920,249231,-73.910827,40.850722,205,14,21700,2028620014,BX36,University Heights-Morris Heights,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,124 EAMES PLACE,NY,1011404,255945,-73.901821,40.869142,208,14,26701,2032480062,BX28,Van Cortlandt Village,10,10,COMMUNITY SCHOOL DISTRICT 10,208,50
2020,3617 BAINBRIDGE AVENUE,NY,1017970,261887,-73.878051,40.885428,207,11,43100,2033290124,BX43,Norwood,10,10,COMMUNITY SCHOOL DISTRICT 10,207,52
2020,164 bruckner boulevard,NY,1006942,231858,-73.918037,40.803052,201,8,1900,0,BX39,Mott Haven-Port Morris,7,84,OFFICE OF CHARTER SCHOOLS,201,40
2020,260 W KINGSBRIDGE RD,NY,1010372,257159,-73.905547,40.872477,207,14,26900,2032390041,BX30,Kingsbridge Heights,10,10,COMMUNITY SCHOOL DISTRICT 10,207,52
2020,1425 WALTON AVENUE,NY,1007526,245469,-73.915879,40.8404,204,16,22300,2028430040,BX63,West Concourse,9,9,COMMUNITY SCHOOL DISTRICT 09,204,44
2020,1980 LAFAYETTE AVENUE,NY,1024125,238502,-73.85593,40.821218,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,8,NULL,209,43
2020,1600 WEBSTER AVENUE,NY,1010715,245522,-73.904353,40.840536,203,16,16700,2028970005,BX01,Claremont-Bathgate,9,9,COMMUNITY SCHOOL DISTRICT 09,203,42
2020,1550 VYSE AVENUE,NY,1015521,243215,-73.886995,40.834188,203,17,15700,2029960010,BX75,Crotona Park East,12,12,COMMUNITY SCHOOL DISTRICT 12,203,42
2020,2865 CLAFLIN AVENUE,NY,1011887,257591,-73.900068,40.873659,208,14,26702,2032500073,BX28,Van Cortlandt Village,10,10,COMMUNITY SCHOOL DISTRICT 10,208,50
2020,2055 MAPES AVENUE,NY,1015591,247565,-73.886721,40.846128,206,15,37100,2031090001,BX17,East Tremont,12,12,COMMUNITY SCHOOL DISTRICT 12,206,48
2020,1919 PROSPECT AVENUE,NY,1014645,246681,-73.890145,40.843705,206,17,36901,2029510032,BX17,East Tremont,12,12,COMMUNITY SCHOOL DISTRICT 12,206,48
2020,560 EAST 179 STREET,NY,1013647,248385,-73.893744,40.848385,206,15,37504,2030610055,BX17,East Tremont,10,10,NULL,206,48
2020,3000 EAST TREMONT AVENUE,NY,1028637,245271,-73.839583,40.839775,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park,11,8,NULL,210,45
2020,1211 SOUTHERN BOULEVARD,NY,1014071,241434,-73.892243,40.829306,203,17,12500,2029750037,BX35,Morrisania-Melrose,12,12,NULL,203,42
2020,2441 WALLACE AVENUE,NY,1021584,253392,-73.865028,40.862098,211,13,33000,2044320001,BX07,Bronxdale,11,11,COMMUNITY SCHOOL DISTRICT 11,211,49
2020,270 EAST 167 STREET,NY,1007952,242417,-73.91435,40.832022,204,16,17500,2024380050,BX14,East Concourse-Concourse Village,9,9,COMMUNITY SCHOOL DISTRICT 09,204,44
2020,250 EAST 164 STREET,NY,1007025,240954,-73.917705,40.828009,204,16,18302,2024460043,BX14,East Concourse-Concourse Village,9,9,NULL,204,44
2020,1000 TELLER AVENUE,NY,1008032,240747,-73.914067,40.827438,204,16,17300,2024240001,BX14,East Concourse-Concourse Village,9,9,COMMUNITY SCHOOL DISTRICT 09,204,44
2020,2441 WALLACE AVENUE,NY,1021584,253392,-73.865028,40.862098,211,13,33000,2044320001,BX07,Bronxdale,11,11,COMMUNITY SCHOOL DISTRICT 11,211,49
2020,1501 JEROME AVENUE,NY,1007429,246415,-73.916084,40.842503,204,14,20900,2028590077,BX63,West Concourse,9,9,COMMUNITY SCHOOL DISTRICT 09,204,44
2020,1000 TELLER AVENUE,NY,1008032,240747,-73.914067,40.827438,204,16,17300,2024240001,BX14,East Concourse-Concourse Village,9,9,COMMUNITY SCHOOL DISTRICT 09,204,44
2020,240 EAST 172 STREET,NY,1008775,245072,-73.911366,40.839307,204,16,22500,2028170002,BX14,East Concourse-Concourse Village,9,9,NULL,204,44
2020,40 WEST TREMONT AVENUE,NY,1008920,249231,-73.910827,40.850722,205,14,21700,2028620014,BX36,University Heights-Morris Heights,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,965 LONGWOOD AVENUE,NY,1012517,237219,-73.897876,40.817741,202,17,8700,2027100001,BX33,Longwood,8,8,NULL,202,41
2020,888 REV J A POLITE AVE,NY,1012371,238081,-73.898399,40.820108,202,17,8700,2026960085,BX33,Longwood,8,8,COMMUNITY SCHOOL DISTRICT 08,202,41
2020,345 BROOK AVENUE,NY,1006735,234507,-73.918774,40.810314,201,8,4100,2022860036,BX39,Mott Haven-Port Morris,7,7,NULL,201,40
2020,888 REV J A POLITE AVE,NY,1012371,238081,-73.898399,40.820108,202,17,8700,2026960085,BX33,Longwood,8,8,COMMUNITY SCHOOL DISTRICT 08,202,41
2020,339 MORRIS AVENUE,NY,1004899,235670,-73.9254,40.8135,201,8,5100,2023330070,BX39,Mott Haven-Port Morris,7,7,COMMUNITY SCHOOL DISTRICT 07,201,40
2020,1025 MORRISON AVENUE,NY,1019077,239868,-73.874162,40.824989,209,18,4800,2037180001,BX55,Soundview-Bruckner,8,8,COMMUNITY SCHOOL DISTRICT 08,209,43
2020,1600 WEBSTER AVENUE,NY,1010715,245522,-73.904353,40.840536,203,16,16700,2028970005,BX01,Claremont-Bathgate,9,9,COMMUNITY SCHOOL DISTRICT 09,203,42
2020,25 WEST 195 STREET,NY,1012690,256043,-73.897171,40.869407,207,11,40900,2032470015,BX28,Van Cortlandt Village,10,10,COMMUNITY SCHOOL DISTRICT 10,207,52
2020,977 FOX STREET,NY,1013486,238792,-73.894368,40.822056,202,17,15900,2027140004,BX27,Hunts Point,12,12,COMMUNITY SCHOOL DISTRICT 12,202,41
2020,2780 RESERVOIR AVENUE,NY,1012719,255917,-73.897066,40.869061,207,11,40900,2032470070,BX28,Van Cortlandt Village,10,10,NULL,207,52
2020,345 BROOK AVENUE,NY,1006735,234507,-73.918774,40.810314,201,8,4100,2022860036,BX39,Mott Haven-Port Morris,7,7,COMMUNITY SCHOOL DISTRICT 07,201,40
2020,3961 HILLMAN AVENUE,NY,1014207,261015,-73.891664,40.883049,208,11,28100,2032520182,BX28,Van Cortlandt Village,10,10,COMMUNITY SCHOOL DISTRICT 10,208,50
2020,730 BRYANT AVENUE,NY,1016003,236526,-73.885284,40.815827,202,17,11700,2027630279,BX27,Hunts Point,8,84,OFFICE OF CHARTER SCHOOLS,202,41
2020,977 FOX STREET,NY,1013486,238792,-73.894368,40.822056,202,17,15900,2027140004,BX27,Hunts Point,12,84,OFFICE OF CHARTER SCHOOLS,202,41
2020,3030 Riverdale Avenue,NY,1009150,260209,-73.909955,40.880853,208,11,28900,0,BX29,Spuyten Duyvil-Kingsbridge,10,84,OFFICE OF CHARTER SCHOOLS,208,50
2020,3000 EAST TREMONT AVENUE,NY,1028637,245271,-73.839583,40.839775,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park,11,8,NULL,210,45
2020,3000 EAST TREMONT AVENUE,NY,1028637,245271,-73.839583,40.839775,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park,11,8,NULL,210,45
2020,240 EAST 172 STREET,NY,1008775,245072,-73.911366,40.839307,204,16,22500,2028170002,BX14,East Concourse-Concourse Village,9,9,NULL,204,44
2020,100 WEST MOSHOLU PARKWAY SOUTH,NY,1014942,259890,-73.889011,40.879958,207,11,40900,2032510201,BX28,Van Cortlandt Village,10,10,NULL,207,52
2020,1000 EAST TREMONT AVENUE,NY,1016753,245496,-73.882531,40.840445,206,17,35900,2030050010,BX17,East Tremont,12,75,CITYWIDE SPECIAL EDUCATION,206,48
2020,100 WEST MOSHOLU PARKWAY SOUTH,NY,1014942,259890,-73.889011,40.879958,207,11,40900,2032510201,BX28,Van Cortlandt Village,10,10,NULL,207,52
2020,3750 BAYCHESTER AVENUE,NY,1028579,262113,-73.839682,40.886002,212,12,48400,2049350001,BX03,Eastchester-Edenwald-Baychester,11,11,COMMUNITY SCHOOL DISTRICT 11,212,47
2020,800 LYDIG AVENUE,NY,1022011,250515,-73.863733,40.854423,211,13,22800,2042930031,BX49,Pelham Parkway,11,11,COMMUNITY SCHOOL DISTRICT 11,211,49
2020,750 CONCOURSE VILLAGE WEST,NY,1005692,239133,-73.922527,40.823014,204,17,6100,2024430079,BX14,East Concourse-Concourse Village,7,7,COMMUNITY SCHOOL DISTRICT 07,204,44
2020,2880 KINGSBRIDGE TERRACE,NY,1011293,257976,-73.902214,40.874717,208,14,27300,2032530341,BX28,Van Cortlandt Village,10,10,COMMUNITY SCHOOL DISTRICT 10,208,50
2020,200 West 167th Street,NY,1004055,244663,-73.927892,40.838232,204,16,19300,2025270032,BX26,Highbridge,9,9,COMMUNITY SCHOOL DISTRICT 09,204,44
2020,1535 STORY AVENUE,NY,1018217,238968,-73.877274,40.822522,209,17,2800,2036520001,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,84,OFFICE OF CHARTER SCHOOLS,209,43
2020,120 EAST 184 STREET,NY,1011776,252431,-73.90049,40.859496,205,14,23703,2031720046,BX40,Fordham South,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,333 EAST 135 STREET,NY,1004885,233733,-73.925459,40.808194,201,8,2300,2022980001,BX39,Mott Haven-Port Morris,7,84,OFFICE OF CHARTER SCHOOLS,201,40
2020,1700 MACOMBS ROAD,NY,1007706,248754,-73.915217,40.849416,205,14,21502,2028660070,BX36,University Heights-Morris Heights,9,9,NULL,205,46
2020,650 HOLLYWOOD AVENUE,NY,1034596,240553,-73.818083,40.826794,210,13,15800,2054380001,BX52,Schuylerville-Throgs Neck-Edgewater Park,8,8,COMMUNITY SCHOOL DISTRICT 08,210,45
2020,456 WHITE PLAINS ROAD,NY,1024090,236252,-73.85607,40.815043,209,18,400,2034780018,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,8,COMMUNITY SCHOOL DISTRICT 08,209,43
2020,2975 TIBBETT AVENUE,NY,1008117,259145,-73.913694,40.877935,208,11,29302,2057160725,BX29,Spuyten Duyvil-Kingsbridge,10,10,COMMUNITY SCHOOL DISTRICT 10,208,50
2020,468 EAST 140 STREET,NY,1006459,234057,-73.919773,40.80908,201,8,3900,2022840034,BX39,Mott Haven-Port Morris,7,7,COMMUNITY SCHOOL DISTRICT 07,201,40
2020,3710 BARNES AVENUE,NY,1022929,260153,-73.860126,40.880649,212,12,39000,2046750020,BX44,Williamsbridge-Olinville,11,11,COMMUNITY SCHOOL DISTRICT 11,212,47
2020,650 HOLLYWOOD AVENUE,NY,1034596,240553,-73.818083,40.826794,210,13,15800,2054380001,BX52,Schuylerville-Throgs Neck-Edgewater Park,8,8,COMMUNITY SCHOOL DISTRICT 08,210,45
2020,2024 MOHEGAN AVENUE,NY,1016292,246711,-73.884192,40.843781,206,17,36300,2031230003,BX17,East Tremont,12,12,NULL,206,48
2020,500 EAST FORDHAM ROAD,NY,1015058,252424,-73.888625,40.859466,206,15,38700,2030590001,BX06,Belmont,10,10,NULL,206,48
2020,456 WHITE PLAINS ROAD,NY,1024090,236252,-73.85607,40.815043,209,18,400,2034780018,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,8,COMMUNITY SCHOOL DISTRICT 08,209,43
2020,1980 LAFAYETTE AVENUE,NY,1024125,238502,-73.85593,40.821218,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,8,COMMUNITY SCHOOL DISTRICT 08,209,43
2020,1980 LAFAYETTE AVENUE,NY,1024125,238502,-73.85593,40.821218,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,8,NULL,209,43
2020,1640 BRONXDALE AVE,NY,1023541,247174,-73.857989,40.845023,211,13,24400,2040910001,BX37,Van Nest-Morris Park-Westchester Square,11,84,OFFICE OF CHARTER SCHOOLS,211,49
2020,778 FOREST AVENUE,NY,1010437,237567,-73.905389,40.818703,201,17,7700,2026550030,BX34,Melrose South-Mott Haven North,7,7,NULL,201,40
2020,1000 TELLER AVENUE,NY,1008032,240747,-73.914067,40.827438,204,16,17300,2024240001,BX14,East Concourse-Concourse Village,9,84,OFFICE OF CHARTER SCHOOLS,204,44
2020,333 EAST 151 STREET,NY,1006407,237542,-73.919949,40.818645,201,17,6700,2024110022,BX34,Melrose South-Mott Haven North,7,7,NULL,201,40
2020,125 EAST 181 STREET,NY,1011045,250915,-73.903139,40.855337,205,14,23704,2031700001,BX40,Fordham South,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,1970 WEST FARMS ROAD,NY,1017473,245079,-73.879931,40.839297,206,17,6000,2030210038,BX75,Crotona Park East,12,12,COMMUNITY SCHOOL DISTRICT 12,206,48
2020,977 FOX STREET,NY,1013486,238792,-73.894368,40.822056,202,17,15900,2027140004,BX27,Hunts Point,12,12,COMMUNITY SCHOOL DISTRICT 12,202,41
2020,750 CONCOURSE VILLAGE WEST,NY,1005692,239133,-73.922527,40.823014,204,17,6100,2024430079,BX14,East Concourse-Concourse Village,7,7,COMMUNITY SCHOOL DISTRICT 07,204,44
2020,125 EAST 181 STREET,NY,1011045,250915,-73.903139,40.855337,205,14,23704,2031700001,BX40,Fordham South,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,413 EAST 144 STREET,NY,1006584,235414,-73.919316,40.812804,201,8,4300,2022890075,BX39,Mott Haven-Port Morris,7,84,OFFICE OF CHARTER SCHOOLS,201,40
2020,1300 BOYNTON AVENUE,NY,1017958,242606,-73.878191,40.832508,209,18,5600,2038640001,BX08,West Farms-Bronx River,12,12,NULL,209,43
2020,750 CONCOURSE VILLAGE WEST,NY,1005692,239133,-73.922527,40.823014,204,17,6100,2024430079,BX14,East Concourse-Concourse Village,7,84,OFFICE OF CHARTER SCHOOLS,204,44
2020,1930 ANDREWS AVENUE,NY,1008313,250547,-73.913016,40.854335,205,14,24502,2032160002,BX36,University Heights-Morris Heights,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,2225 WEBSTER AVENUE,NY,1012632,250523,-73.897404,40.854257,205,15,37900,2031430043,BX41,Mount Hope,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,650 HOLLYWOOD AVENUE,NY,1034596,240553,-73.818083,40.826794,210,13,15800,2054380001,BX52,Schuylerville-Throgs Neck-Edgewater Park,8,8,COMMUNITY SCHOOL DISTRICT 08,210,45
2020,600 SAINT ANN'S AVENUE,NY,1008598,236164,-73.912038,40.814857,201,17,7300,2026160001,BX34,Melrose South-Mott Haven North,7,84,OFFICE OF CHARTER SCHOOLS,201,40
2020,170 BROWN PLACE,NY,1006079,233073,-73.92115,40.806389,201,8,2500,0,BX39,Mott Haven-Port Morris,7,84,OFFICE OF CHARTER SCHOOLS,201,40
2020,838 BROOK AVENUE,NY,1009043,238651,-73.910421,40.821682,201,17,7100,2023600080,BX34,Melrose South-Mott Haven North,7,84,OFFICE OF CHARTER SCHOOLS,201,40
2020,1930 ANDREWS AVENUE,NY,1008313,250547,-73.913016,40.854335,205,14,24502,2032160002,BX36,University Heights-Morris Heights,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,99 TERRACE VIEW AVENUE,NY,1008396,258943,-73.912686,40.877379,208,10,30900,1022150080,MN01,Marble Hill-Inwood,10,10,NULL,208,50
2020,3170 WEBSTER AVENUE,NY,1018696,257158,-73.875451,40.872455,207,11,42500,0,BX43,Norwood,10,84,OFFICE OF CHARTER SCHOOLS,207,52
2020,120 EAST 184 STREET,NY,1011776,252431,-73.90049,40.859496,205,14,23703,2031720046,BX40,Fordham South,10,10,COMMUNITY SCHOOL DISTRICT 10,205,46
2020,1110 BOSTON ROAD,NY,1010646,240777,-73.9046,40.8275,203,16,13500,2026340001,BX35,Morrisania-Melrose,9,12,COMMUNITY SCHOOL DISTRICT 12,203,42
2020,1110 BOSTON ROAD,NY,1010840,240756,-73.90392,40.827455,203,16,13500,2026340001,BX35,Morrisania-Melrose,9,9,NULL,203,42
2020,1110 BOSTON ROAD,NY,1010840,240756,-73.90392,40.827455,203,16,13500,2026340001,BX35,Morrisania-Melrose,9,9,NULL,203,42
2020,3000 EAST TREMONT AVENUE,NY,1028637,245271,-73.839583,40.839775,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park,11,8,NULL,210,45
2020,388 WILLIS AVENUE,NY,1006419,235354,-73.919913,40.81264,201,8,4100,2022880007,BX39,Mott Haven-Port Morris,7,84,OFFICE OF CHARTER SCHOOLS,201,40
2020,240 EAST 172 STREET,NY,1008901,245478,-73.9109,40.8404,204,16,22500,2028170002,BX14,East Concourse-Concourse Village,9,10,COMMUNITY SCHOOL DISTRICT 10,204,44
2020,240 EAST 172 STREET,NY,1008775,245072,-73.911366,40.839307,204,16,22500,2028170002,BX14,East Concourse-Concourse Village,9,9,NULL,204,44
2020,240 EAST 172 STREET,NY,1008775,245072,-73.911366,40.839307,204,16,22500,2028170002,BX14,East Concourse-Concourse Village,9,9,NULL,204,44
2020,240 EAST 172 STREET,NY,1008775,245072,-73.911366,40.839307,204,16,22500,2028170002,BX14,East Concourse-Concourse Village,9,9,NULL,204,44
2020,925 ASTOR AVENUE,NY,1022774,252791,-73.860729,40.860443,211,13,32400,2043580001,BX07,Bronxdale,11,11,COMMUNITY SCHOOL DISTRICT 11,211,49
2020,2040 ANTIN PL,NY,1021753,249559,-73.864438,40.851577,211,13,22800,2042900048,BX49,Pelham Parkway,11,11,NULL,211,49
2020,2040 ANTIN PL,NY,1021753,249559,-73.864438,40.851577,211,13,22800,2042900048,BX49,Pelham Parkway,11,11,NULL,211,49
2020,1349 INWOOD AVENUE,NY,1006498,245138,-73.919597,40.839503,204,16,21900,0,BX26,Highbridge,9,84,OFFICE OF CHARTER SCHOOLS,204,44
2020,1500 PELHAM PARKWAY SOUTH,NY,1027677,251374,-73.843013,40.856531,211,13,29600,2042220005,BX49,Pelham Parkway,11,84,OFFICE OF CHARTER SCHOOLS,211,49
2020,730 BRYANT AVENUE,NY,1016003,236526,-73.885284,40.815827,202,17,11700,2027630279,BX27,Hunts Point,8,8,COMMUNITY SCHOOL DISTRICT 08,202,41
2020,800 EAST GUN HILL ROAD,NY,1022422,258441,-73.8619,40.8759,212,12,37200,2046330040,BX44,Williamsbridge-Olinville,11,11,COMMUNITY SCHOOL DISTRICT 11,212,47
2020,350 GERARD AVENUE,NY,1003637,236471,-73.92996,40.815712,201,8,6300,2023440096,BX63,West Concourse,7,7,NULL,201,40
2020,1960 UNIVERSITY AVENUE,NY,1008675,250326,-73.911708,40.853728,205,14,24300,2028680111,BX36,University Heights-Morris Heights,10,84,OFFICE OF CHARTER SCHOOLS,205,46
2020,2780 RESERVOIR AVENUE,NY,1012375,256365,-73.8983,40.8703,207,11,40900,2032470070,BX28,Van Cortlandt Village,10,10,COMMUNITY SCHOOL DISTRICT 10,207,52
